CategoryLabelName,CategoryTextName,LabelName,TextName,Top1Name,Top1Cosine,Top2Name,Top2Cosine,Top3Name,Top3Cosine,Top4Name,Top4Cosine,Top5Name,Top5Cosine
/m/0138tl,Toy,/m/0167gd,Doll,Balloon,0.5293357372283936,Teddy bear,0.49923038482666016,Dice,0.4759517312049866,Flying disc,0.43858465552330017,Kite,0.4124937653541565
/m/0138tl,Toy,/m/01j51,Balloon,Flying disc,0.5340421199798584,Doll,0.5293357372283936,Teddy bear,0.47438496351242065,Dice,0.3774964213371277,Kite,0.37323325872421265
/m/0138tl,Toy,/m/029b3,Dice,Kite,0.4908313751220703,Doll,0.4759517312049866,Flying disc,0.4751982092857361,Teddy bear,0.40175554156303406,Balloon,0.3774964213371277
/m/0138tl,Toy,/m/02wmf,Flying disc,Balloon,0.5340421199798584,Teddy bear,0.4777252674102783,Dice,0.4751982092857361,Doll,0.43858465552330017,Kite,0.41629183292388916
/m/0138tl,Toy,/m/02zt3,Kite,Dice,0.4908313751220703,Teddy bear,0.4425458312034607,Flying disc,0.41629183292388916,Doll,0.4124937653541565,Balloon,0.37323325872421265
/m/0138tl,Toy,/m/0kmg4,Teddy bear,Doll,0.49923038482666016,Flying disc,0.4777252674102783,Balloon,0.47438496351242065,Kite,0.4425458312034607,Dice,0.40175554156303406
/m/019dx1,Home appliance,/m/0174k2,Washing machine,Sewing machine,0.8303817510604858,Dishwasher,0.7974499464035034,Hand dryer,0.7565156817436218,Hair dryer,0.7484985589981079,Oven,0.6523128747940063
/m/019dx1,Home appliance,/m/01k6s3,Toaster,Heater,0.644699215888977,Oven,0.642747163772583,Dishwasher,0.6147666573524475,Mixer,0.6113992929458618,Wood-burning stove,0.5922386646270752
/m/019dx1,Home appliance,/m/029bxz,Oven,Microwave oven,0.7264291048049927,Heater,0.6629840135574341,Washing machine,0.6523128747940063,Wood-burning stove,0.6505423188209534,Refrigerator,0.6438824534416199
/m/019dx1,Home appliance,/m/02pjr4,Blender,Mixer,0.6959435343742371,Heater,0.610196590423584,Coffeemaker,0.5932976603507996,Oven,0.581877589225769,Refrigerator,0.5793014764785767
/m/019dx1,Home appliance,/m/02wv84t,Gas stove,Wood-burning stove,0.7903972864151001,Microwave oven,0.6219407320022583,Oven,0.6134059429168701,Heater,0.5761977434158325,Toaster,0.5622111558914185
/m/019dx1,Home appliance,/m/02x984l,Mechanical fan,Ceiling fan,0.771260142326355,Washing machine,0.6021562218666077,Sewing machine,0.5833427309989929,Heater,0.576719343662262,Hair dryer,0.5669138431549072
/m/019dx1,Home appliance,/m/03qhv5,Heater,Mixer,0.7002164125442505,Refrigerator,0.6893760561943054,Oven,0.6629840135574341,Kettle,0.6554902791976929,Toaster,0.644699215888977
/m/019dx1,Home appliance,/m/03s_tn,Kettle,Heater,0.6554902791976929,Oven,0.5844904184341431,Sewing machine,0.568065345287323,Washing machine,0.5652264952659607,Blender,0.5572768449783325
/m/019dx1,Home appliance,/m/03wvsk,Hair dryer,Hand dryer,0.8417825102806091,Washing machine,0.7484985589981079,Dishwasher,0.7099785804748535,Sewing machine,0.6911146640777588,Heater,0.629635214805603
/m/019dx1,Home appliance,/m/040b_t,Refrigerator,Heater,0.6893760561943054,Dishwasher,0.6489423513412476,Oven,0.6438824534416199,Washing machine,0.6427329778671265,Mixer,0.6169607043266296
/m/019dx1,Home appliance,/m/04169hn,Wood-burning stove,Gas stove,0.7903972864151001,Oven,0.6505423188209534,Microwave oven,0.6150975227355957,Toaster,0.5922386646270752,Heater,0.5812910199165344
/m/019dx1,Home appliance,/m/04lvq_,Humidifier,Heater,0.6361083984375,Hair dryer,0.6208720207214355,Hand dryer,0.5929818153381348,Mixer,0.5800803899765015,Dishwasher,0.5761325359344482
/m/019dx1,Home appliance,/m/063rgb,Mixer,Heater,0.7002164125442505,Blender,0.6959435343742371,Dishwasher,0.6383118629455566,Washing machine,0.6296389102935791,Hair dryer,0.6258379220962524
/m/019dx1,Home appliance,/m/07xyvk,Coffeemaker,Mixer,0.595204770565033,Heater,0.5951412916183472,Refrigerator,0.5938549637794495,Blender,0.5932976603507996,Oven,0.5415513515472412
/m/019dx1,Home appliance,/m/0fx9l,Microwave oven,Oven,0.7264291048049927,Washing machine,0.6492639780044556,Gas stove,0.6219407320022583,Wood-burning stove,0.6150975227355957,Sewing machine,0.6056749820709229
/m/019dx1,Home appliance,/m/0ky7b,Dishwasher,Washing machine,0.7974499464035034,Hair dryer,0.7099785804748535,Hand dryer,0.7030866146087646,Sewing machine,0.6559877395629883,Refrigerator,0.6489423513412476
/m/019dx1,Home appliance,/m/0llzx,Sewing machine,Washing machine,0.8303817510604858,Hand dryer,0.6996198892593384,Hair dryer,0.6911146640777588,Dishwasher,0.6559877395629883,Oven,0.6335516571998596
/m/019dx1,Home appliance,/m/0c3m8g,Hand dryer,Hair dryer,0.8417825102806091,Washing machine,0.7565156817436218,Dishwasher,0.7030866146087646,Sewing machine,0.6996198892593384,Mixer,0.6251558065414429
/m/019dx1,Home appliance,/m/03ldnb,Ceiling fan,Mechanical fan,0.7712600827217102,Sewing machine,0.6071323156356812,Heater,0.6010719537734985,Hair dryer,0.5783323049545288,Washing machine,0.5755981802940369
/m/02pkr5,Plumbing fixture,/m/0130jx,Sink,Shower,0.5807799100875854,Bathtub,0.5641552805900574,Tap,0.5313502550125122,Bidet,0.5299798250198364,Toilet,0.5178415775299072
/m/02pkr5,Plumbing fixture,/m/01vbnl,Bidet,Bathtub,0.691327691078186,Toilet,0.6893997192382812,Shower,0.559039831161499,Sink,0.5299798250198364,Tap,0.47326043248176575
/m/02pkr5,Plumbing fixture,/m/02f9f_,Shower,Bathtub,0.6390394568443298,Toilet,0.6109451651573181,Sink,0.5807799100875854,Bidet,0.559039831161499,Tap,0.523867130279541
/m/02pkr5,Plumbing fixture,/m/02jz0l,Tap,Toilet,0.5564484596252441,Bathtub,0.5408760905265808,Sink,0.5313502550125122,Shower,0.523867130279541,Bidet,0.47326043248176575
/m/02pkr5,Plumbing fixture,/m/03dnzn,Bathtub,Toilet,0.7023617029190063,Bidet,0.691327691078186,Shower,0.6390394568443298,Sink,0.5641552805900574,Tap,0.5408760905265808
/m/02pkr5,Plumbing fixture,/m/09g1w,Toilet,Bathtub,0.7023617029190063,Bidet,0.6893997192382812,Shower,0.6109451651573181,Tap,0.5564484596252441,Sink,0.5178415775299072
/m/02rdsp,Office supplies,/m/01lsmm,Scissors,Eraser,0.6692306995391846,Paper cutter,0.5832780599594116,Pencil sharpener,0.5262550115585327,Box,0.5261695384979248,Envelope,0.5221775770187378
/m/02rdsp,Office supplies,/m/01n5jq,Poster,Adhesive tape,0.5787914395332336,Box,0.5738581418991089,Plastic bag,0.5681310892105103,Toilet paper,0.560663104057312,Eraser,0.5518319606781006
/m/02rdsp,Office supplies,/m/024d2,Calculator,Paper cutter,0.5934429168701172,Fax,0.563633918762207,Box,0.5490044355392456,Eraser,0.524278998374939,Pencil sharpener,0.5232447385787964
/m/02rdsp,Office supplies,/m/025dyy,Box,Envelope,0.5867466926574707,Poster,0.5738581418991089,Fax,0.5629262328147888,Calculator,0.5490044355392456,Scissors,0.5261695384979248
/m/02rdsp,Office supplies,/m/025fsf,Stapler,Poster,0.523431658744812,Eraser,0.5114971399307251,Pen,0.4940961003303528,Scissors,0.4703109860420227,Pencil sharpener,0.4677133560180664
/m/02rdsp,Office supplies,/m/02d9qx,Whiteboard,Toilet paper,0.530310332775116,Poster,0.5285205841064453,Box,0.5222930908203125,Paper cutter,0.5070470571517944,Envelope,0.5065134167671204
/m/02rdsp,Office supplies,/m/02ddwp,Pencil sharpener,Pencil case,0.690211296081543,Paper cutter,0.6252793669700623,Pen,0.6042604446411133,Eraser,0.597187340259552,Scissors,0.5262550115585327
/m/02rdsp,Office supplies,/m/02fh7f,Eraser,Scissors,0.6692306995391846,Paper cutter,0.6044908165931702,Pencil sharpener,0.597187340259552,Pen,0.5555856227874756,Poster,0.5518319606781006
/m/02rdsp,Office supplies,/m/02xqq,Fax,Calculator,0.563633918762207,Box,0.5629262328147888,Poster,0.5367075204849243,Adhesive tape,0.5307139158248901,Envelope,0.5190674662590027
/m/02rdsp,Office supplies,/m/03m3vtv,Adhesive tape,Toilet paper,0.6272792220115662,Poster,0.5787914395332336,Ring binder,0.5686337947845459,Paper cutter,0.5611813068389893,Plastic bag,0.5582948327064514
/m/02rdsp,Office supplies,/m/04zwwv,Ring binder,Adhesive tape,0.5686337947845459,Plastic bag,0.498787522315979,Paper cutter,0.4965938329696655,Calculator,0.49606212973594666,Scissors,0.4889684021472931
/m/02rdsp,Office supplies,/m/05676x,Pencil case,Pencil sharpener,0.690211296081543,Pen,0.6585997343063354,Plastic bag,0.5839499235153198,Paper cutter,0.5491904020309448,Adhesive tape,0.5408229827880859
/m/02rdsp,Office supplies,/m/05gqfk,Plastic bag,Toilet paper,0.6301233768463135,Pencil case,0.5839499235153198,Poster,0.5681310892105103,Adhesive tape,0.5582948327064514,Paper cutter,0.5399433374404907
/m/02rdsp,Office supplies,/m/080n7g,Paper cutter,Toilet paper,0.6948225498199463,Pencil sharpener,0.6252793669700623,Eraser,0.6044908165931702,Calculator,0.5934429168701172,Scissors,0.5832780599594116
/m/02rdsp,Office supplies,/m/09gtd,Toilet paper,Paper cutter,0.6948225498199463,Plastic bag,0.6301233768463135,Adhesive tape,0.6272792220115662,Poster,0.560663104057312,Whiteboard,0.530310332775116
/m/02rdsp,Office supplies,/m/0frqm,Envelope,Box,0.5867466926574707,Adhesive tape,0.5443859696388245,Scissors,0.5221775770187378,Fax,0.5190674662590027,Poster,0.51897794008255
/m/02rdsp,Office supplies,/m/0k1tl,Pen,Pencil case,0.6585997343063354,Pencil sharpener,0.6042604446411133,Eraser,0.5555856227874756,Poster,0.5444720983505249,Envelope,0.5152083039283752
/m/03hlz0c,Kitchen utensil,/m/01_5g,Chopsticks,Whisk,0.5894169807434082,Cutting board,0.5807355642318726,Knife,0.5629638433456421,Spoon,0.5611612200737,Spatula,0.534273624420166
/m/03hlz0c,Kitchen utensil,/m/027rl48,Ladle,Fork,0.45032525062561035,Knife,0.44656431674957275,Spatula,0.4362073540687561,Whisk,0.4147111177444458,Bottle opener,0.4107804000377655
/m/03hlz0c,Kitchen utensil,/m/02d1br,Spatula,Spoon,0.658685564994812,Knife,0.6162630915641785,Cutting board,0.5927632451057434,Pizza cutter,0.5649805068969727,Chopsticks,0.534273624420166
/m/03hlz0c,Kitchen utensil,/m/02mqfb,Can opener,Bottle opener,0.6559803485870361,Pizza cutter,0.4231484532356262,Measuring cup,0.41345587372779846,Cutting board,0.40956252813339233,Drinking straw,0.39345306158065796
/m/03hlz0c,Kitchen utensil,/m/02pdsw,Cutting board,Pizza cutter,0.7128597497940063,Measuring cup,0.622795581817627,Knife,0.6022597551345825,Spatula,0.5927632451057434,Chopsticks,0.5807355642318726
/m/03hlz0c,Kitchen utensil,/m/02vwcm,Whisk,Chopsticks,0.5894169807434082,Fork,0.5219354629516602,Spoon,0.518818736076355,Knife,0.5181710720062256,Drinking straw,0.5051395297050476
/m/03hlz0c,Kitchen utensil,/m/03v5tg,Drinking straw,Measuring cup,0.6425439119338989,Bottle opener,0.5888152122497559,Cutting board,0.571045994758606,Spoon,0.5665377974510193,Spatula,0.5228811502456665
/m/03hlz0c,Kitchen utensil,/m/04ctx,Knife,Spoon,0.6315356492996216,Spatula,0.6162630915641785,Cutting board,0.6022597551345825,Fork,0.5951507687568665,Chopsticks,0.5629638433456421
/m/03hlz0c,Kitchen utensil,/m/04f5ws,Bottle opener,Can opener,0.6559803485870361,Measuring cup,0.5932033061981201,Drinking straw,0.5888152122497559,Cutting board,0.5149754881858826,Spatula,0.5111085176467896
/m/03hlz0c,Kitchen utensil,/m/07v9_z,Measuring cup,Drinking straw,0.6425439119338989,Cutting board,0.622795581817627,Pizza cutter,0.5933753252029419,Bottle opener,0.5932033061981201,Spatula,0.5046277046203613
/m/03hlz0c,Kitchen utensil,/m/08ks85,Pizza cutter,Cutting board,0.7128597497940063,Measuring cup,0.5933753252029419,Spatula,0.5649805068969727,Knife,0.5298959016799927,Chopsticks,0.4938634932041168
/m/03hlz0c,Kitchen utensil,/m/0cmx8,Spoon,Spatula,0.658685564994812,Knife,0.6315356492996216,Drinking straw,0.5665377974510193,Chopsticks,0.5611612200737,Cutting board,0.5581264495849609
/m/03hlz0c,Kitchen utensil,/m/0dt3t,Fork,Knife,0.5951507687568665,Cutting board,0.5371288061141968,Spoon,0.536687970161438,Chopsticks,0.5334706902503967,Spatula,0.5256895422935486
/m/04brg2,Tableware,/m/01_5g,Chopsticks,Spoon,0.5611612200737,Fork,0.533470630645752,Mixing bowl,0.5315917134284973,Bottle,0.5308898687362671,Kitchen knife,0.5278684496879578
/m/04brg2,Tableware,/m/01fh4r,Teapot,Coffee cup,0.6099929809570312,Plate,0.5549930334091187,Spoon,0.5513611435890198,Bottle,0.5451957583427429,Mixing bowl,0.5208978652954102
/m/04brg2,Tableware,/m/02jvh9,Mug,Jug,0.6004540920257568,Coffee cup,0.5465325713157654,Mixing bowl,0.5400766730308533,Wine glass,0.512871503829956,Spoon,0.5112941265106201
/m/04brg2,Tableware,/m/02p5f1q,Coffee cup,Kitchen knife,0.6237424612045288,Cocktail shaker,0.6215715408325195,Cake stand,0.6180100440979004,Teapot,0.6099929809570312,Mixing bowl,0.5994157791137695
/m/04brg2,Tableware,/m/02x8cch,Salt and pepper shakers,Cocktail shaker,0.6348883509635925,Mixing bowl,0.6014732122421265,Kitchen knife,0.5636985301971436,Serving tray,0.5563671588897705,Spoon,0.5313630700111389
/m/04brg2,Tableware,/m/03hj559,Mixing bowl,Bowl,0.7159382104873657,Serving tray,0.644160270690918,Cocktail shaker,0.6151630878448486,Salt and pepper shakers,0.6014732122421265,Coffee cup,0.5994157791137695
/m/04brg2,Tableware,/m/03q5c7,Saucer,Spoon,0.5687565803527832,Cocktail shaker,0.5347740054130554,Salt and pepper shakers,0.5294779539108276,Platter,0.5056718587875366,Chopsticks,0.5023730397224426
/m/04brg2,Tableware,/m/0440zs,Cocktail shaker,Salt and pepper shakers,0.6348883509635925,Coffee cup,0.6215715408325195,Wine glass,0.6171694993972778,Mixing bowl,0.6151630878448486,Kitchen knife,0.5783638954162598
/m/04brg2,Tableware,/m/04dr76w,Bottle,Wine glass,0.6478791236877441,Plate,0.6195911169052124,Spoon,0.5840937495231628,Cocktail shaker,0.5547573566436768,Mixing bowl,0.5491451025009155
/m/04brg2,Tableware,/m/04kkgm,Bowl,Mixing bowl,0.7159382104873657,Bottle,0.5390633344650269,Mug,0.5084443688392639,Cocktail shaker,0.4774371087551117,Wine glass,0.47500187158584595
/m/04brg2,Tableware,/m/050gv4,Plate,Platter,0.7597764730453491,Bottle,0.6195911169052124,Serving tray,0.6159180998802185,Spoon,0.6128228902816772,Teapot,0.5549930334091187
/m/04brg2,Tableware,/m/054fyh,Pitcher (Container),Mixing bowl,0.5398861169815063,Cocktail shaker,0.5090705156326294,Serving tray,0.48231396079063416,Saucer,0.4704708755016327,Platter,0.469568133354187
/m/04brg2,Tableware,/m/058qzx,Kitchen knife,Coffee cup,0.6237424612045288,Mixing bowl,0.5876280069351196,Serving tray,0.5835015773773193,Cocktail shaker,0.5783638954162598,Salt and pepper shakers,0.5636985301971436
/m/04brg2,Tableware,/m/08hvt4,Jug,Mug,0.6004540920257568,Saucer,0.4853787124156952,Fork,0.45860761404037476,Plate,0.44800400733947754,Spoon,0.44118887186050415
/m/04brg2,Tableware,/m/099ssp,Platter,Plate,0.7597764730453491,Spoon,0.5308187007904053,Saucer,0.5056718587875366,Bottle,0.502189576625824,Pitcher (Container),0.469568133354187
/m/04brg2,Tableware,/m/09tvcd,Wine glass,Bottle,0.6478791236877441,Cocktail shaker,0.6171694993972778,Serving tray,0.6047478318214417,Coffee cup,0.5917218327522278,Mixing bowl,0.574705958366394
/m/04brg2,Tableware,/m/0cmx8,Spoon,Plate,0.6128228902816772,Bottle,0.5840937495231628,Saucer,0.5687565803527832,Chopsticks,0.5611612200737,Teapot,0.5513611435890198
/m/04brg2,Tableware,/m/0dt3t,Fork,Spoon,0.536687970161438,Chopsticks,0.533470630645752,Plate,0.4961397051811218,Bottle,0.4892909526824951,Mixing bowl,0.48206794261932373
/m/04brg2,Tableware,/m/0h8n27j,Serving tray,Mixing bowl,0.644160270690918,Cake stand,0.6275085210800171,Plate,0.6159180998802185,Wine glass,0.6047478318214417,Coffee cup,0.5932903289794922
/m/04brg2,Tableware,/m/0h8n6ft,Cake stand,Serving tray,0.6275085210800171,Coffee cup,0.6180100440979004,Kitchen knife,0.5609468221664429,Mixing bowl,0.5421466827392578,Cocktail shaker,0.539419949054718
/m/0h99cwc,Kitchen appliance,/m/029bxz,Oven,Microwave oven,0.7264290452003479,Refrigerator,0.6438825130462646,Slow cooker,0.6150486469268799,Food processor,0.6092077493667603,Dishwasher,0.6065407395362854
/m/0h99cwc,Kitchen appliance,/m/02pjr4,Blender,Mixer,0.6959435939788818,Food processor,0.6094570159912109,Slow cooker,0.5968490839004517,Coffeemaker,0.5932976603507996,Oven,0.581877589225769
/m/0h99cwc,Kitchen appliance,/m/02tsc9,Slow cooker,Pressure cooker,0.6988396644592285,Food processor,0.6872107982635498,Mixer,0.632615327835083,Oven,0.6150486469268799,Microwave oven,0.6096058487892151
/m/0h99cwc,Kitchen appliance,/m/03y6mg,Food processor,Slow cooker,0.6872107982635498,Pressure cooker,0.6533083915710449,Mixer,0.645664393901825,Refrigerator,0.6347810626029968,Dishwasher,0.6171125173568726
/m/0h99cwc,Kitchen appliance,/m/040b_t,Refrigerator,Dishwasher,0.648942232131958,Oven,0.6438825130462646,Food processor,0.6347810626029968,Mixer,0.6169606447219849,Coffeemaker,0.5938549041748047
/m/0h99cwc,Kitchen appliance,/m/04z4wx,Waffle iron,Microwave oven,0.5262106657028198,Food processor,0.5220517516136169,Slow cooker,0.4958930015563965,Oven,0.4946897029876709,Pressure cooker,0.4828696548938751
/m/0h99cwc,Kitchen appliance,/m/063rgb,Mixer,Blender,0.6959435939788818,Pressure cooker,0.6499345302581787,Food processor,0.645664393901825,Dishwasher,0.638312041759491,Slow cooker,0.632615327835083
/m/0h99cwc,Kitchen appliance,/m/07xyvk,Coffeemaker,Mixer,0.595204770565033,Refrigerator,0.5938549041748047,Blender,0.5932976603507996,Food processor,0.5790104866027832,Oven,0.541551411151886
/m/0h99cwc,Kitchen appliance,/m/0fx9l,Microwave oven,Oven,0.7264290452003479,Slow cooker,0.6096058487892151,Food processor,0.6018312573432922,Dishwasher,0.5792912244796753,Refrigerator,0.5724532008171082
/m/0h99cwc,Kitchen appliance,/m/0h8ntjv,Pressure cooker,Slow cooker,0.6988396644592285,Food processor,0.6533083915710449,Mixer,0.6499345302581787,Oven,0.5866879224777222,Microwave oven,0.5550888776779175
/m/0h99cwc,Kitchen appliance,/m/0ky7b,Dishwasher,Refrigerator,0.648942232131958,Mixer,0.638312041759491,Food processor,0.6171125173568726,Oven,0.6065407395362854,Microwave oven,0.5792912244796753
